text,label
"I like this case even more than I expected to. Picture doesn't do it justice. It is shiny, pretty color and gives the feel of durability. I feel that my phone is protected in this case. Lip extends over the face in case of face down drops. No regrets on buying this one!",1
I was so excited to get a charger that would charge my phone and iPad at the same time. After about 2 days of use the cord stop charging my phone unless I held it in a certain way. But the USB port for the iPad still works.,0
"My wife was given this and, admittedly, she is tough on the hardiest of equipment but she made short work of this.  Not sure if they make an industrial strength car phone charger.",0
"For the intensive gamer, always on GPS, or road warrior, this is a great package.  TheZeroLemon 2x Samsung Galaxy SIII 2300mAh Slim Battery + Free Battery Charger with USB charge portgives you lots of options for staying charged on the go.The package includes two (2) 2300mAh batteries designed for the Galaxy S III, one (1) wall charger for the batteries that includes a USB charging port on the bottom.The batteries fit well in the phone.  As compared to my experience with the OEM battery (2100mAH) that came with the Galaxy, I'm getting noticeably more time as I would expect; a few hours more at least.  I'm still conditioning the batteries at this time, however I do have positive feelings about this set.  Even still, just for having spares in the event of a dropped call due to battery depletion makes this a great value. I'll update once I have more charge cycles and have a better feel but at this time, I'm very impressed.Disclosure: I received a sample product from the manufacturer for the purposes of providing this review. A review in exchange for the review sample was not promised. The views and opinions expressed in this review are my own, and in no way represent the views or opinions of the manufacturer or vendor.",1
If you have a glass screen protector and find it difficult to press the home key then you will be buying some of these! They work great and look great too!,1
"This case is excellent.  I have read many reviews about the bubbles, but a little dust of baby powder solves the problem perfectly.  I have dropped my phone several times since owning the case with no damage whatsoever to my phone.After owning the case several months I contacted the company and received the best customer service I have ever received from any company - bar none.  A great case and a great company!  Highly recommended.",1
"I love how this mount is universal and can fit most normal sized phones with or without a case. I bought this mount to mainly use my phone as a dash cam, so I was expected a product that would restrict all sort of movement while driving. This mount does exactly that! Once you have attached and adjusted it to your needs, it is simple to use on a daily basis. Just drop your phone into the mount and it automatically closes tight. Would recommend to anyone with a normal sized phone that wants a car mount.",1
"This phone has all the great things you want for fun with tons of room to download whatever you might want. Where I live it will only get EDGE but that's with any phone ive had when it comes to T-Mobile. The really good thing is that even though it only gets EDGE like the 3 other phones I have, its still by far the fastest one out there. The hotspot makes my computer sites come up at the blink of an eye. Has a great price for the things can do!",1
"This is by far the worst screen protector I have ever purchased. It boasts that it is fingerprint proof and it is the complete OPPOSITE. I think it more-so collects fingerprints and they are very difficult to wipe off instead they just smear across the screen, as if the screen cover is constantly greasy. When the screen is off, you can definitely tell that there is some sort of plastic covering on it as it gives it a very weird sheen. This screen was also much more difficult to apply to my phone than other screen protectors I've used. I usually don't have any problems putting these on and I never get any bubbles but with these it was almost impossible to do it without at least some bubbles. I won't be buying this brand/kind again, complete waste of money/effort.",0
"love the ease of on/off of phoe, just hard to slide in pant pocket with cover on. would buy over &over again",1
"Great interface, but the pen is faulty. I have used the Palm and the pen is easy to use. The pen for the mda doesn't work sometimes and it's operation isn't smooth. The screen isn't very big which is a turn off for such a heavy and bulky tool.The email tool doesn't have an option to set business hours so you have it still downloading mail 24hrs, that wasn't good. i like my business tool silent when I am at home. And it is locked by T-mobile such that you can't install Java applications like Google maps.I returned it, for the weight it should give me the feel of an HP-IPAQ or mini-computer but I didn't get that feel at all.",0
This product has never really delivered what I expected. It did not properly charge my Motorola Android phone or the iPhone 4. Do not waste your money.,0
"I am not even exaggerating when I tell you that the Anker external battery series are some of the best external batteries you'll find anywhere. Sure, other brands may have better design, but they cost more. If you're buying an external battery, chances are its not to show off to your friends, it's to keep with you and juice up your devices when they die. And this thing is perfect for that.Pros:I actually really like the design of this. It's just straight black and rectangular (cue Apple patent jokes here). It's got a little round button exactly where an iPhone home button would be, which is flanked by little blue circular LEDs which indicate the battery level. Very clean, very nice to look at and to hold. I don't doubt that some people might actually mistake this for a phone, which would be an interesting discussion. Size-wise, this thing is about a half-centimeter taller and wider than my HTC One, and probably about twice as thick.The battery charges itself up to full capacity in a couple of hours, and holds onto it for much much longer than thatCons:None major, save for the fact that the included adaptable cable (which comes with like 4 or 5 tips) is a little outdated now. It came with an old iPhone 30-pin adapter, a mini (NOT micro) USB adapter, and some DC ones or something. Either way, I don't use it, because I have my own USB cables from all of my devices, which are mostly micro-USB now.Devices I've tried:Nexus 4, Nexus 7, HTC One, iPhone 4 - All phones charge exactly as you'd hope, very quickly, and without any issues. I don't know what the difference is between the Apple and Android ports, but I've stuck with them just in case they are optimized for each device. But I dunno, maybe it's all psychological. Either way, both charge very quicklyNintendo DS, Sony PSP - Both portables also charge without any problems.I doubt you'd find any success trying to charge an iPad or laptop with one of these, but if you're trying to do that, you've probably got some other options before you. This is definitely meant to be super portable, and it certainly is. Dead devices no more!",1
Came in a timely fashion but didn't fit correctly. The back portion fits well. However the front portion is only secured on 3 sides leaving front unacceptable to me. I am currently using the front from a much cheaper product purchased elsewhere. The back is a very solid construction with a rubber insert. The back is very slippery and I often drop it because of that. The back has on one occasion popped off when dropped. I'm quite disappointed with this product and expected much better considering the price. I don't recommend this product for other DROID 2 users.,0
"Perfect for the price!! Plus I love using it in the car!! Only down fall, it doesn't always retract properly, or it gets bent and wrapped up while I'm trying to retract. Otherwise....I love it!!",1
"The case is flexible enough to snap it on and off the iPhone 5/5s, but hard enough to resist drops and provide good grip avoiding to slip away from hands. Volume buttons covers in a square shape, giving more area for fingers.Fully recommended.!!!",1
Looks beautiful.Magnetic holds the cover very well.My kid loves it.Doesn't make S4 bulky!Perfect fit for S4.,1
I purchased for a friend of mine and she loved it. Not only because its pink but it protects the phone from falls. Its attractive and mnoticeable,1
This product is what it says it is and works as expected. No complaints. I would buy this product again.,1
"This is by far one of my favorite products ever.  I put one on any tablet, phone, or handheld gaming device that I own.  I also put them on all of our company iPhone's.The standard Zagg invisible shield is great, but I highly recommend the HD model, especially on newer high resolution phones/tablets.Also, avoid knockoffs.  I see so many people with phones and tablets with the worst looking screen protectors slapped on an HD screen.  I will never understand why people buy a beautiful device and trash it with a 99 cent stick on protector.",1
"PROS:I like the retro look of the boombox.  It feels solid and hefty to me (11.8 pounds) but not too heavy to carry around.  The handle is solid heavy duty plastic screwed into place on each side by two screws and fits my hand nicely.The wireless works fine but I find the sound better using the wired connection to my MP3 better. The wireless cuts out periodically.I love the sound on this boombox.  It is clear and crisp even when I cranked the thing WAYYYY up.  It has five speakers and sounds phenomenal for a stereo of its size.The remote comes with a CR2025 lithium coin battery included.I like that the unit comes with a rechargeable battery but do wish that the charge lasted longer than six hours.  Of course, I can always keep it plugged in, which actually is probably what I will do most of the time.  The rechargeable battery IS replaceable once it quits charging but the manual says it needs to be bought from TDK Life on Record. I tried to find one on their website but was unable to (for price).I like that there is a USB for charging.  I do wish there was a USB port for input (flash drives, laptop, etc).I like having FM radio on the boombox and having four presets on the remote control.The unit comes with separate operator's manuals in different languages - English, Spanish, German, French I'm pretty sure about.  But it also comes with what I think are Japanese, Chinese, Korean, Russian and maybe more?CONS:The remote for this unit is small and thin.  I am quite sure I will be misplacing it soon unless I do something to prevent it.  I think I'll put a velcro tab on the back of the boombox and one on the remote so that I can keep them together.I wish the cord/power brick wasn't so cumbersome for the boombox.  It would have been nice to just have the power cord for this but maybe not enough room because of the five speakers.  Or maybe it has something to do with the power for all those speakers (I am not an electrician).The handle is solid and does not move.  Because of this, the dials and readouts underneath it are a little hard to get to/read.The knobs for power/volume control and for source/select control are a little stiff.  I don't know whether they will loosen up after using a while but right now it's a little difficult to fine tune volume/station selection/etc. because of the stiffness.It takes a while to manually check out the radio stations using the select control dial.  There is a seek button, however, on the remote, which goes quicker.The equalizer works OKAY but is rather weak on the Treble.  Bass is a little better - can be upped some but not a huge amount.It is great having five speakers on this boombox but the two 5.25"" passive radiators are not covered, which seems very risky to me.  Maybe it's for the effect since you can see them move when playing music.I wish there was an AM radio option on the unit.  FM is included but not AM.  I wouldn't think that would have been that much of an expense to add.Also, the boombox comes with a 3.5mm aux input so I can have a wired connection to my MP3 player, which I love.  But just how much would it have cost to include aCables Unlimited AUD-1100-06 6 feet 3.5 MM Male to Male Stereo Cable?  They are cheap and luckily I had one laying around.  It would have made the boombox ready-to-use in all ways.MY RECOMMENDATIONS/COMMENTS:I don't think I would take this out in the woods camping or to a rowdy party.  But if you want a super sounding stereo in your house/apartment that stays in one spot most of the time, this is the stereo for you.  It looks good, sounds better and the price isn't outlandish for the sound you get.",1
This item doesn't fit the power slot very well in our vehicles. Too much play and it often slips out a little leaving our devices not charging when we think they are.  We don't use it at all.,0
"This cord reaches from my bed pretty much to every corner of my bedroom. Will be great to have in hotel rooms where plugs are sometimes at a premium. No issues with charging yet, haven't tried using it to sync with a computer, but I don't foresee any issue.  Just remember that it does not come with the plug-in adapter, so make sure you have one of those if you plan to use it in the wall or in your car.",1
I needed an option to connect my phone to my car stereo.  I have an older car without an aux in plug nor does my car stereo have a bluetooth feature.I purchased this to compare it to the Motorola Roadster 2 bluetooth and FM features.  My review will be related to the FM feature as that is what I purchased the product for.Review:I really wanted to like this product.  It is substantially larger than the Motorola Roadster 2 but seemed like it would be louder (using the built in speakers) as they were much bigger.  I was very impressed with the look of this compared to the Motorola Roadster 2.  When used without the FM feature this was louder than the Motorola Roadster 2 although I still could not hear everything that was being said all the time and with the windows open you can forget about using it at all (as I get older I do notice I have some hearing loss).FM Transmitter: My location Rocklin/Roseville CAThis feature was abysmal.  In both of my cars (2001 Acura TL and 2005 GMC Yukon XL) the FM transmitter could barely transmit to an empty station.  In my Acura there was quite a bit of static.  When I played music through my phone I could barely hear it.  In my GMC the music couldn't even cut through the static to be heard.  I tried to move the Jabra to different locations closer to my car stereo and it still wouldn't transmit the signal clearly.For me this was a deal breaker.  I sent the product back and stuck with the Motorola Roadster 2.Pros:-Nice design-Multiple speakers that sound much better than other products-Could realistically be used as a portable speakerCons:-FM Transmitter weaker (MUCH MUCH) than other competing products-Much larger than other products like the Motorola Roadster 2,0
"My battery life was so poor on my Droid Charge that I wanted to try the extended battery I saw on Amazon, sold for $12.99 from Hyperion.  But I bought one of these belt-clip holsters from this vendor and absolutely love it.  I was distressed to think I'd not be able to find a belt-clip holster that would fit with the extended battery.  But I was so desperate for a battery that would get me past noon that I bought the extended battery.  I was so excited to find that the back case it comes with fits inside this belt-clip holster!!!  The wonderful part with the kickstand that protects the back when you use a standard battery won't fit over it of course, nor will probably any case cover if you want to use the belt-clip holster, but for me, that's not as important.  If I drop my phone while it's in its holster, it'll likely land on the battery bulge, or on the holster side.  Either way, it may crack what it lands on, but I won't end up with a broken (function lost) phone.  So I recommend anyone who's looking for a belt clip holster that will work with an extended battery case on their Droid Charge to get this clip!  How can you lose?  It's inexpensive, and works great!",1
"I don't write too many reviews but felt compelled to write this one because this case is so good.  I have had this case on my phone for 3 months now.  I love my Nokia E71 and want to keep it for a long time.  I tried a ""leather"" case that had clear plastic over the screen, and it ended up scratching my screen protector (glad I had that installed!).  I searched for other cases and almost bought a standard silicon case but just didn't like how ""sticky"" they feel when trying to put in one's pocket and how they don't always fit tightly.This case solves both problems.  The silicone protects the phone nicely, while the plastic ""shell"" provides reinforcement increasing the protection and giving it a very solid feel.  With the plastic shell, the silicone fits tightly, and one can insert the phone in one's pocket without much problem.  None of the keys on the keyboard are obstructed, all of the buttons and ports work just fine with this case on.  I happened to drop the phone for the first time this week on a concrete basement floor, and the case did it's job!  Phone is working just fine with no damage/scratches.The only issues I have with this case are:- I would like a little more of the silicon to be revealed on the back of the case to help prevent sliding off of tables, desks, etc.- The area along the upper-left side near the memory card slot/USB port and the screen is a little bit too thin and makes me wonder if this will rip off eventually.  I think there is plenty of room to increase the material here while sill allowing for access to these ports.",1
I plug it into my phone and nothing... its worked a few times but just turns off... it says its fully charged too....,0
"I was provided a sampling of the OXA Juice Box Battery from OXA in exchange for review. Wowzers, I sure am impressed with a number of things. First, it came in Mr. Nice Guy packaging with a happy face sticker. Made me smile! Included was a complimentary cloth for cleaning smudges and a beautiful silver carrying bag with bead. The Juice Box is indeed very sleek and durable. I really was tickled pink that it is also a flashlight, what a nice unexpected security inclusion that will come in handy walking to my car in the evenings. This Juice Box has insane power, long lasting and versatile for many devices. Dual powering of multiple devices equals more bang for your buck. The blue light is easy on the eyes and the screen shows the percentage and such. I have not seen anything as powerful as this bad boy, impressive and strong.This all in one charger exceeded my expectations, and I would highly recommend for a very fair price. This is a professional heavy duty battery for a heavy duty life!",1
"The package has one protector, a cloth and a piece of cardboard to help you smooth it when applying.I really liked the design--the protector sandwiched betwen two other films (with tabs) to help with placement (I found it helpful to apply smoothly, just as promised). I like the (slightly) matte finish, unlike a few reviewers here, I didn't notice any dimming of the screen (ipod touch)--it looked fine to me. The privacy feature--darkening at an angle--is very nice.It fit, it went on smoothly and it keeps fingerprints off the screen while looking fine when I'm using it. No complaints! (4 stars v. 5 stars is because there's only one film included and I'm not sure that's really clear).",1
"Almost every cable has broken since I bought it, I have had to replace every one since purchase.  Either they break or they just stop working.",0
"I see there is a ""newer"" (and less costly) version of this classic protector. I can't speak to that one; however, my husband was hit by a vehicle while biking (he's all right) and even survived our new ""do-it-yourself"" emergency room. He was wearing his iphone 4s on his left side safely tucked away in this Otterbox Defender case. He fell onto his left side and hit the asphalt. He has a nasty scratch on his left forearm and two bump/scrapes on the left side of his head (NO HELMET--yeah, protects his phone but not his head!). He was extremely lucky not to have sustained any more injuries that scrapes, bumps, and bruises. The iphone and its case were in no way affected by the fall. Because of his history of dropping phones, I strongly suggested he get this case even though it is bulky. He's always liked it, despite the bulk, but now it's 300X more than paid for itself. NOW, he's taking another previous suggestion to do like I do: wear a helmet.",1
I'm goimg to give this armband to  y sister it will fit her arm perfect and her phone so i will pass it on the quality was great and at a good price affordable so i will be buying me another armband i done seen a lot of bad reviews on some of these arm bands so i will go for the best but thanks anyway,0
"I love these ""TechSkins"".  I suggest them for all my family and friends when they get new phones.  I have become pretty good at putting them on.  They always go on easy, are extremely tough, and imperfections come out as advertised.  Awesome product.",1
"The 5 stars is for it is well made and as far as rubber tipped stylus go. If you like the whole rubber tipped feel of a stylus this is very good for the price. It might slide better on a device with a screen protector but my naked, squeaky clean screen resists it's movement. VERY VERY well made, I'm not buying a screen protector to give you advise on the difference. The devise it was used on iPad 4th, Retina.",1
"Call quality is not clear and I tried to use with IPhone 4, IPhone 5 and Samsung Galaxy models and in all the recipients of the call complained that the voice is not all clear. I gifted one to my friend and after few weeks he returned to me saying that he too hate it. I trashed the 2 I bought.",0
"There's no Nintendo GameBoy thing written on the center of the ""screen"" for the ""gameboy"" as it shows in the picture. The buttons and everything else are there though. The buttons are cute and its a snug fit on my phone. My brother tried to jack it off my phone because he loves how rubbery it is, but I'm more of a plasticy/rubber kinda gal. I just got it today and I wouldn't recommend sniffing it right out of the packaging. Some of the fake screen is a little imperfect on the left side and it looks way better from far away than it does up close, but even so, I love it. It's worth the $3",1
This is such a great buy. Almost a steal. Fits perfectly on my HTC Evo Shift. Keep in mind it is coming from overseas so the shipping takes a little while longer,1
"I like this case better than the belkin case that has the clear back.  This one seems to offer more protection and the case doesn't scratch up like the other one.  The colors are nice and make it look unique.  The only downside is that if you use a 30 pin converter to a lightening plug, you can not do this while the case is on because the opening in the bottom of the case fits closely around the lightening port.  I have another case made by verizon and the bottom near the lightening plug is totally open so i can use the 30 pin to lightening adapter with no troubles.  That is a small downside and wouldn't be a downside at all if you never needed the converter.I recommend this product and am satisfied.  It is not going to offer the protection of the ottorbox but it isn't advertised to either.  This is lighweight protection.",1
"Great Product If you know how to install! Many people don't take time to Youtube or Google they just prop it on and then give bad reviews, but it worked great for me!",1
"At leas with MY order, the pretty picture, the first one, is not even the same case. In this picture it has an S-shaped design on the back, and open rocker buttons.  The one I got is solid silicone, cheap, ill fitting, covers the volume rocker and power button, no S-shape design.  I may have gotten bait and switched.  But, notice, too, that the phone advertised in the picture here is NOT and S4.  So, beware when ordering this. It is likely not as shown.",0
"the case is nice came with a nice screen protector, but the major flaw is where the home button is located. if you use your fingerprint id to unlock your phone, the rubber part of the case located at the home button will move and feels like it will come lose or break. so i returned it. the next day.",0
"I have been through a few cases for my phone and this is my favorite so far.  It isn't perfect, but it certainly does a very good job for the price.Pros:- Rubberized texture is good for hands but doesn't stick to everything and collect lint like some other cases- All buttons and ports remain accessible whether in the case or not- Headphone jack is usable with 90 degree headphone plug (last case needed straight, slim plug)- Kickstand is surprisingly rugged and does a good job.- Case doesn't add much thickness or weight to the phone.- Low profile edges allow for easy scrolling and do not inhibit any touch screen usage.- Belt holder part of the case is very convenientCons:- Phone can get easily knocked out of the belt loop part of the case, especially when worn sidways, I stopped wearing it sideways.- Phone case plastic is starting to crack around edges after only a few gentle removals.- Case does not protect top and bottom edges of screen from damage.- The camera is always facing outward.  If you are a conspiracy theorist, you might not like this.  Nothing electrical tape can't fix.This case does a very good job at ergonomics without infringing on the use of the phone.  It is very convenient and even looks pretty sleek too.  The kickstand is wonderful since the Samsung phones don't have them built in.  I thought the sliding case might scratch the screen or at the very least peel up the edges of my screen protector.  I was pleasantly surprised to see that it is designed very well such that the screen is given adequate clearance even when sliding it in and out of the belt loop holder.  It is also nice that I can access the volume controls even while it is in the case, for when I am riding my bike or motorcycle.The biggest flaw with this case is that the phone can be very easily pushed out of the belt holder (especially when worn horizontally) even just by a shoulder bag, or a hand when carrying things.  I have often found the phone half out of the holder when I wore it horizontally or even at a 45 degree upward angle.  One time I had a shoulder bag which knocked my phone out onto the sidewalk.  It also allows it to hit the ground at the perfect angle, right on the corner which is unprotected.  As such, even with the case, it still cracked my screen and I had to get it replaced.  I have since started carrying it directly up and down and it seems to have fixed that problem.I still highly recommend this case as long as you can handle it being straight up on your belt.UPDATE:  After wearing the case vertically on my belt now, I have not had any problems with the phone getting knocked out of it anymore.  The only down side is that it is slightly more awkward getting the phone out of the holster vertically as opposed to horizontally.",1
THIS IS A MUST HAVE PRODUCTIT was worth  THE TIME WAITED it took a while but  I LOVE ITI RECOMMEND ANYONE WITH IPHONE TO PURCHASE,1
my daughter loves elephants so it a hit gets a lot ofcomments on it can't put in pocket but love it,1
"This USB adapter works very well, we use it to charge our iPhone's and our Kindle Fire Tablets, both at the same time and I works flawlessly!",1
WHEN I BOUGHT THIS I BOUGHT FOR A DATA CABLE NOT REALLY FOR CHARGING BUT WHEN I PLUGED IT TO THE PC OR LAPTOP IT DIDNT WANT TO WORK ALL THE TIME IT WOULD STOP IN THE MIDDLE OF EITHER CHARING OR TRANSFERING DATA DIDNT WORK ALL THE TIME ALSO NOT A REAL OEM SAMSUNG CABLE,0
"I was about to purchase the mini until I read the part about no warranty. What? come again, you expect folks to dish out $230 for a phone that has no warranty? No thanks.",0
I was disappointed in the case because the plastic case is so cheap and not made well. It was a challenge to open the case because I was afraid I would break the case. I work in plastic manufacturing and understand it somewhat. However you can see it is cheaply made. Very disappointed. Will use it for right now and look for something better.,0
"This is a slim fit case for the iPhone 5. It shows off the beauty of the iPhone while providing protection. I usually like to use my iPhone with no case but it can be very slippery and I end up dropping it several times in a day. This case really helps solve that problem without adding bulk to the iPhone, it barely weighs anything and keeps the iPhone looking slim. It covers the back and the sides of the iPhone and comes up around the edge but leaves the front totally exposed, which I really like.The front edge is about 1 mm above the iPhone surface to provide protection to the front screen. This works really well in combination with transparent screen protector. Some cases tend to snag at the screen protector, peeling it off if you put them on and take them off repeatedly, but this case does not do that.This case is very similar to the Ringke cases available on Amazon, but is priced lower. The only difference is that this Totallee case has two cutouts for the volume buttons instead of the single cut out in the Ringke case. It also has a smaller camera and flash cutout then the Ringke case so sometimes it can cause a little bit of a shadow on your photograph if using the flash, but nothing major. Overall recommended, get a cute color case for your iPhone 5!",1
I thought Anker was a good product line--apparently not.Plugged it into SEVERAL cigarette lighters and this piece of junk didn't light up or charge through the USB or the included port.About to pack it up and send it back.  Amazon needs to alow a 'Zero Star' rating...,0
I love the retractable feature as it hides away so nicely. I does the job just as well as a thick corded device. excellent product.,1
Black Horizontal Leather Pouch Carrying Case Holster with Belt Clip and...Reiko Wireless easy to carry protects my cell phone,1
"I've gone through my fair share of bluetooth audio devices in the quest to find the best gym headset.  This one didn't even make the first cut.  I sweat like there is no tomorrow.  I love to run on the treadmill.  But sweat is a killer to electronics.  I've got an iPhone 4 that I wear on an arm band and that has worked mostly.  But I would love to find something with the freedom to move more.  Hence, I keep trying bluetooth headsets without luck.The Jabra Clipper looks like it's got some give potentially in the clip itself.  Think again.  You are warned, right in the manual not to try to force the clip to give very much.  The unit that I received was so tight in the clip that I could not get it to clip to the collar of my thin gym shirt.  And since I was worried about breaking the stupid thing in the first place, back it went.  Seriously, the clip was WAY too tight.Pairing was simple.  That was no problem.  I did test the audio and there was no trouble on reception.  I can't tell you how this would work in the gym since it never left my desk.  One charge, one test and back it went.  I'm on to the next great device, whatever that may be....",0
"This case (cover) was exactly what I wanted for my iPhone 5.  It is super thin.  It is non-slip.  It snaps on and fits perfectly.  It does not block access to any of the buttons or ports.  It may not provide the utmost in protection from drops or immersion in liquids, but that isn't what I wanted.  I wanted a cover that would not detract from the simple elegance of the iPhone 5, but would provide some cushioning and a less slippery surface.  This case does exactly that.  As soon as I ordered my iPhone 5 (on the first day, it is my fourth iPhone), I started looking for cases.  I decided to order that super-protective case that virtually encases the iPhone in armor (you know which one I mean), but I used it for a day and decided it was too cumbersome, too bulky, too ugly, and just too, too, much.  I immediately removed it and went without a case.  But the phone was just too slippery,  It is so slender that it feels frail, even though I know it is not.  So I went looking for other cases.  I settled on one on Amazon that seemed like it would fit the bill.  I know I can't mention other products, but the one I settled on cost double what this one costs.  It was better than the armor, but I still wasn't happy with it.  Just a bit too much.  Plus, the cutout for the cable was too tight.  The 30 pin to lightning adapter would not plug in without pulling the case half way off the phone.  Even the standard lightning cable required some effort to plug in and obtain contact every time.  The lock and volume buttons were covered and required considerable effort to push and activate.  This cover solves all those problems.  No covers on the buttons.  The bottom ports and speakers are completely exposed.  The phone mounts easily on the adapters without forcing or removal.  You can barely tell there is a cover on the phone at all, but the phone is no longer slippery, and I feel more confident putting it in my shirt pocket (even though my wife hates that) and not having it slide out if I bend forward.  It also does not easily slide off smooth surfaces like the car console or dash.  This is the perfect case for my purposes.  If there are any drawbacks at all, I would prefer that the name NOT be on the back and that there be a cutout for the Apple logo, but that is being really picky.  For ten bucks, this cover can't be beat!  It's perfect!  If anybody wants a full suit of armor or sort-of protective cover for any iPhone 5, let me know and you can have them for the cost of shipping, otherwise they are just going to collect dust until I decide to throw them away.",1
"There are two obvious limitations of the stand:* It's quite evident, from the picture, that you won't be able to charge about 99.99% of devices in a portrait orientation if the connector is on the bottom of the device. If that bothers you considerably, check out either right-angle connectors; or else taller, non-portable stands. Or just use your device in landscape orientation.* It's a small, portable stand. Using any large device in portrait orientation is going to be semi-unstable. If you insist on portrait orientation, you probably want to buy a Bluetooth keyboard, and possibly a mouse. Amazon sell a wide assortment of these. (I wouldn't buy the Motorola keyboard, from experience.)",1
"Tech Armor HTC One Premium High Definition (HD) Clear Screen Protector is one of the best screen protector for HTC one in the market. The screen protector is not too thick or too thing. Therefore it ensures that it doesn't effect the resolution. I didn't feel any difference with the phone's touch screen accuracy. The screen protector is scratch proof. It also comes with a lint free cloth, smoothing card and bubble removal tape.Things I like:+ Lightweight+ Good Quality+ Will last long time+ Scratch proof+ Price (Way cheaper than some other screen protector with similar quality)+ Lifetime Warranty+ Easy to install+ Received 3 screen protectors.Overall, the product is priced very fairly for the quality of the product and the warranty that it comes with. I didn't have anything negative point about this product because I couldn't find one. I would highly recommend this product to everyone.",1
"This is a must for these phones. Executive and professional look. It's a great buy, great price, Blackberry OEM. Recommended.",1
came new !!!! awesome case and color its a hard case and thats a plus i have drop my phone in this case and its still working not crack !!!!!! LOVE IT !!!!!!!!!!!!!!!!!!,1
This is not a good case.  This case will protect your phone from water.  I put my phone in the case and stuck it in a pot of water for about and hour.  When I took it out there was not even a drop of water on my phone.  That's the only good thing about this case.  Now for the bad.  It is very bulky.  It is hard to push the keys on the phone.  It makes the phone double tap on the keys a lot and the back button on the bottom of the phone will not push.  After I fight with it for a while it will finally push but then it will stop working again.  When I take the case off everything works fine.  I put a different type of case on the phone with no problems but I don't like the fact that the phone can just slide out. Still looking for a case that I will like but this is not the one.  If all the buttons worked I would continue to use the case but now I'm in the process of returning the case and trying to get my money back.,0
"The Otterbox Commuter Series for HTC One M8 adds weight with substantial protection for my new HTC One.  The little manual describes how to use the case and a separate little sleeve diagrams how to apply the protective clear sheet for the phone screen.  This screen protector is the weakest link for me because nothing I did prevented tiny bubbles from popping up as time passed.  I'&#314;l likely remove this soon, but do really like the two part case.  A hard shell snaps onto a rubber encasement with holes included for the camera, usb, audio, and power button.  There is a rubber covering for the volume side button, but the bottom usb and audio port has a moveable thicker plug which can be wiggled into the opening, thereby protecting the slots.  Should you want a lighter weight cover, you can bypass using the hard shell and simply use the rubber sleeve which will do a good job of protecting your investment and still feel good in the hand.  I like this feel better than my other phone's more gel like case, and its clear that this one will last longer because of its better quality.  If you need protection from drops or moisture or you simply want to thicken up your HTC One, I'd definitely consider this one.",1
This screen protector fits well and easy to install with a nice clean look to it. I recommend this product to everyone.,1
"Wow, total garbage .... and that's being too nice. Everything arrived as stated but came in regular envelope (no big deal - don't need a cardboard box for such a small item). At first thought these would be great. Tried once with no water. Didn't even stay on very well easily came off depending on how you 'swype'. Tried it with alittle water like Zagg's invishield. Big mistake. I actually had some of the spray left and tried it since it feels like the same type of material. Still didn't stay on.As usual, should have listened to all the bad reviews. For once, they are right. Not sure what all the good reviews are about.",0
I am very disappointed because this item is cheap and does not charge any of our phones (Galaxy) or other devices. :(,0
"Terrible product, all the sticky stuff gets on your home button and the square isn't even in the middle. sucks BW3H :P",0
This sync cable does it's job and was a good price. Not much else to say about it right now.,1
Bought 3 through Tylt's black friday sale.  I love them.  Especially the fact that the angle makes the phone totally useable while charging.My two phones that are wireless compatible:Nexus 5 through a fairly thick case charges as fast as a fast 1.5/2Amp charger.  99% of the time activates wherever I set it in the charger.Nexus 7 (2013) can only charge in landscape mode.  I've never gotten it to activate in portrait.,1
I went on a long tripand it was well needed and did do the job I wanted it to do thanks,1
"Poor quality, no wallet for cats, the cost doesn't have magnet to tien the phone screen on /off. Over all our design and low quality material. Wouldn't but again",0
"I bought the item from MBC MOBILE. Yes, the item was as described. But the description was not full. Yes, the battery was unused. But quality pass date on the label included is 6/25/2013. The battery was produced 1 year ago! That is why battery's capacity was lost, and it appeared to be not better than my old battery I meant to replace by a new one.",0
"Another item I wish I returned bc I once again expected ALL the colors as advertised only to receive doubles of same colors & they are not as cute looking in person very dull & cheap, 1st one I put on phone broke on the 1st day. Wish they packed my order properly b what am I gonna do with 2 blue bows, 2 yellowy orange, no clear, 1 purple no pink & orange one looks like a peach total cheap garbage!!! Do not easy your time, huge disappointment",0
Bad case it streches out  Immediately its not worth a penny don't buy waste of money. I regret buying this product,0
"There's enough room to use it with a very thin case on my phone....NOT an Otterbox!!!  The bottom cradle fingers adjust up and down allowing the phone to be positioned so the side buttons are clear of the side pads.  A phone any wider than my Nokia 928 would not fit in this cradle.The fingers have tiny lips on the tips to preclude the phone from getting away.  As a final defense against the phone leaving the cradle, there is a stretch band that goes across the top of the phone functioning as a safety strap.The cradles' handle bar adjustment is tight and fits my thin radius handle bar where another one I bought would not without spacers.It appears well made and the plastic feels very strong.",1
Didn't even stick to my phone..then got dust on it. Plus I never bought a screen protector that comes with just one sheet! Explains the price lol.,0
the cover came and at  first it was nice but the  label  on back started to fall off . not good quality,0
They fit pretty well and are super clear even came with a yellow cloth for each one to clean beforehand,1
IT DOES NOT WORK....I PUT IT 3 DAYS CHARGING AND IT IS NOT CHARGED COMPLETLY.I DONT RECOMMEND IT PRODUCT,0
"This case came to me already broken. There was no way I could even use it, it's like they shattered it before they sent it out! Don't do it, you'll regret it.",0
